,,,TSLA,,,,,,,,Meta,,,,,,,,AMZN,,,,,,,,AAPL,,,
Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume
2018-09-17,19.336,20.058001,19.208668,19.656,19.656,103314000,,2020-08-10,268.040009,273.859985,259.690002,263,263,30248800,,2005-08-05,2.2625,2.2855,2.2585,2.2635,2.2635,99030000,,1989-02-17,0.323661,0.330357,0.323661,0.328125,0.259107,116849600
2018-09-18,19.779333,20.176001,18.366667,18.997334,18.997334,248212500,,2020-08-11,260.190002,265.920013,255.130005,256.130005,256.130005,28238300,,2005-08-08,2.266,2.295,2.263,2.283,2.283,89098000,,1989-02-21,0.329241,0.337054,0.328125,0.334821,0.264395,190556800
2018-09-19,18.700666,20,18.700001,19.934668,19.934668,124423500,,2020-08-12,258.970001,263.899994,258.109985,259.890015,259.890015,21415700,,2005-08-09,2.288,2.322,2.2875,2.2965,2.2965,91824000,,1989-02-22,0.332589,0.334821,0.325893,0.328125,0.259107,238324800
2018-09-20,20.237333,20.398666,19.555332,19.888666,19.888666,110241000,,2020-08-13,261.549988,265.160004,259.570007,261.299988,261.299988,17374000,,2005-08-10,2.2695,2.2785,2.2295,2.238,2.238,198424000,,1989-02-23,0.325893,0.330357,0.323661,0.328125,0.259107,95368000
2018-09-21,19.846666,20.038668,19.691334,19.940001,19.940001,75757500,,2020-08-14,262.309998,262.649994,258.679993,261.23999,261.23999,14792700,,2005-08-11,2.231,2.2605,2.225,2.2605,2.2605,116844000,,1989-02-24,0.330357,0.330357,0.321429,0.321429,0.25382,152129600
2018-09-24,19.898666,20.200001,19.572001,19.978666,19.978666,72645000,,2020-08-17,262.5,264.100006,259.399994,261.160004,261.160004,13351100,,2005-08-12,2.2315,2.286,2.2025,2.21,2.21,129482000,,1989-02-27,0.321429,0.325893,0.319196,0.325893,0.257345,115920000
2018-09-25,20,20.306667,19.766666,20.066,20.066,67225500,,2020-08-18,260.950012,265.149994,259.26001,262.339996,262.339996,18690400,,2005-08-15,2.1965,2.2675,2.194,2.252,2.252,110502000,,1989-02-28,0.325893,0.328125,0.321429,0.323661,0.255582,176019200
2018-09-26,20.127333,20.926001,20.073999,20.638666,20.638666,117648000,,2020-08-19,261.390015,267.910004,261.350006,262.589996,262.589996,23291500,,2005-08-16,2.245,2.247,2.21,2.2135,2.2135,72502000,,1989-03-01,0.323661,0.325893,0.316964,0.321429,0.25382,170128000
2018-09-27,20.860001,20.997334,20.460667,20.501333,20.501333,127636500,,2020-08-20,261.5,269.630005,261.459991,269.01001,269.01001,20299700,,2005-08-17,2.2095,2.2215,2.206,2.206,2.206,61008000,,1989-03-02,0.319196,0.323661,0.310268,0.3125,0.246769,376331200
2018-09-28,18.017332,18.533333,17.370667,17.651333,17.651333,504745500,,2020-08-21,268.690002,270.48999,266.420013,267.01001,267.01001,15538600,,2005-08-18,2.194,2.195,2.1755,2.1865,2.1865,72086000,,1989-03-03,0.314732,0.314732,0.303571,0.310268,0.245006,387777600
2018-10-01,20.384666,20.762667,20.07,20.713333,20.713333,326664000,,2020-08-24,271.070007,277.25,268.769989,271.390015,271.390015,23685600,,2005-08-19,2.18,2.1885,2.1665,2.186,2.186,66478000,,1989-03-06,0.3125,0.320313,0.308036,0.316964,0.250294,168515200
2018-10-02,20.93,21.122667,19.943333,20.068001,20.068001,176152500,,2020-08-25,272.410004,283.089996,270.26001,280.820007,280.820007,42127200,,2005-08-22,2.1805,2.2135,2.147,2.1885,2.1885,107482000,,1989-03-07,0.316964,0.321429,0.3125,0.319196,0.252056,260691200
2018-10-03,20.222,20.306667,19.438,19.653334,19.653334,119925000,,2020-08-26,284,304.670013,284,303.910004,303.910004,69015200,,2005-08-23,2.187,2.1985,2.161,2.171,2.171,70354000,,1989-03-08,0.31808,0.323661,0.314732,0.314732,0.248531,216294400
2018-10-04,19.596666,19.6,18.511333,18.788668,18.788668,147213000,,2020-08-27,300.160004,301.230011,292.019989,293.220001,293.220001,30301300,,2005-08-24,2.166,2.166,2.1135,2.1185,2.1185,117438000,,1989-03-09,0.314732,0.319196,0.308036,0.308036,0.243244,133436800
2018-10-05,18.309999,18.325333,17.333332,17.463333,17.463333,269167500,,2020-08-28,295,297.230011,290.980011,293.660004,293.660004,17157400,,2005-08-25,2.127,2.14,2.104,2.1155,2.1155,61844000,,1989-03-10,0.308036,0.3125,0.305804,0.3125,0.246769,102715200
2018-10-08,17.634666,17.850668,16.6,16.704,16.704,202090500,,2020-08-31,293.950012,296.880005,291.549988,293.200012,293.200012,17345100,,2005-08-26,2.115,2.1315,2.113,2.1185,2.1185,57214000,,1989-03-13,0.3125,0.316964,0.310268,0.3125,0.246769,131107200
2018-10-09,17.016666,17.784666,16.886667,17.52,17.52,180909000,,2020-09-01,294.709991,301.48999,292.709991,295.440002,295.440002,17295900,,2005-08-29,2.0955,2.15,2.0955,2.1395,2.1395,73078000,,1989-03-14,0.3125,0.316964,0.311384,0.314732,0.248531,161940800
2018-10-10,17.640667,17.700666,16.518,17.125334,17.125334,192229500,,2020-09-02,298.880005,303.600006,293.049988,302.5,302.5,24341400,,2005-08-30,2.1195,2.1355,2.098,2.1245,2.1245,77484000,,1989-03-15,0.314732,0.316964,0.310268,0.3125,0.246769,90059200
2018-10-11,17.168667,17.483334,16.601999,16.815332,16.815332,122515500,,2020-09-03,295.98999,297.600006,283.630005,291.119995,291.119995,32294100,,2005-08-31,2.122,2.1405,2.102,2.135,2.135,67384000,,1989-03-16,0.3125,0.316964,0.308036,0.314732,0.248531,192236800
2018-10-12,17.4,17.466,16.800667,17.252001,17.252001,108021000,,2020-09-04,287.25,289,271.140015,282.730011,282.730011,30333700,,2005-09-01,2.126,2.1485,2.0875,2.092,2.092,88580000,,1989-03-17,0.308036,0.319196,0.303571,0.311384,0.245887,237126400
2018-10-15,17.270666,17.552,16.969334,17.306,17.306,93000000,,2020-09-08,271.279999,279.299988,269.420013,271.160004,271.160004,24864000,,2005-09-02,2.1,2.1025,2.052,2.0755,2.0755,80542000,,1989-03-20,0.3125,0.314732,0.308036,0.311384,0.245887,181451200
2018-10-16,17.713333,18.492001,17.482668,18.439333,18.439333,142896000,,2020-09-09,275.769989,278.480011,271.350006,273.720001,273.720001,22918800,,2005-09-06,2.0775,2.1825,2.0755,2.181,2.181,158796000,,1989-03-21,0.316964,0.316964,0.310268,0.311384,0.245887,128195200
2018-10-17,18.826668,18.846666,17.719999,18.118668,18.118668,129832500,,2020-09-10,275.51001,279.160004,267.029999,268.089996,268.089996,24814700,,2005-09-07,2.175,2.215,2.1725,2.1865,2.1865,122830000,,1989-03-22,0.305804,0.310268,0.301339,0.302455,0.238836,144849600
2018-10-18,17.952667,18.066668,17.533333,17.594,17.594,81318000,,2020-09-11,270.059998,271.390015,262.640015,266.609985,266.609985,18913900,,2005-09-08,2.1725,2.1745,2.1415,2.148,2.148,77684000,,1989-03-23,0.303571,0.308036,0.301339,0.30692,0.242362,118910400
2018-10-19,17.826,17.977333,16.9,17.333332,17.333332,140632500,,2020-09-14,270.950012,276.640015,265.700012,266.149994,266.149994,24093800,,2005-09-09,2.1495,2.16,2.1405,2.1475,2.1475,65774000,,1989-03-27,0.305804,0.308036,0.299107,0.301339,0.237955,151659200
2018-10-22,17.378668,17.457333,16.839333,17.396667,17.396667,84004500,,2020-09-15,270.670013,274.519989,269.299988,272.420013,272.420013,18478500,,2005-09-12,2.136,2.248,2.1345,2.225,2.225,175588000,,1989-03-28,0.303571,0.308036,0.303571,0.303571,0.239718,141254400
2018-10-23,17.591333,19.862,17.473333,19.609333,19.609333,285417000,,2020-09-16,267.290009,272.440002,261.790009,263.519989,263.519989,29183400,,2005-09-13,2.2085,2.219,2.172,2.1965,2.1965,90104000,,1989-03-29,0.303571,0.308036,0.303571,0.305804,0.241481,74401600
2018-10-24,20.07,20.296,19.048668,19.233334,19.233334,300874500,,2020-09-17,258.279999,261.5,250.190002,254.820007,254.820007,31281400,,2005-09-14,2.194,2.2365,2.141,2.155,2.155,126360000,,1989-03-30,0.305804,0.3125,0.303571,0.310268,0.245006,105246400
2018-10-25,21.148001,21.4,20.067333,20.990667,20.990667,312610500,,2020-09-18,258.399994,259.200012,250.050003,252.529999,252.529999,28130800,,2005-09-15,2.16,2.1795,2.1325,2.1355,2.1355,91758000,,1989-03-31,0.3125,0.319196,0.310268,0.31808,0.251175,185348800
2018-10-26,20.549999,22.66,20.443333,22.059999,22.059999,411382500,,2020-09-21,247.539993,249.949997,244.130005,248.149994,248.149994,24709400,,2005-09-16,2.14,2.146,2.106,2.14,2.14,82234000,,1989-04-03,0.316964,0.323661,0.310268,0.3125,0.246769,166286400
2018-10-29,22.497999,23.143999,21.766666,22.323334,22.323334,217290000,,2020-09-22,253.309998,255.320007,248.220001,254.75,254.75,30293100,,2005-09-19,2.1315,2.1715,2.1085,2.1375,2.1375,68806000,,1989-04-04,0.308036,0.311384,0.302455,0.308036,0.243244,115729600
2018-10-30,21.892668,22.526667,21.483999,21.993334,21.993334,136900500,,2020-09-23,255.259995,257.98999,248.149994,249.020004,249.020004,19641300,,2005-09-20,2.1325,2.1505,2.0885,2.0935,2.0935,69440000,,1989-04-05,0.308036,0.314732,0.305804,0.3125,0.246769,120254400
2018-10-31,22.169333,22.799999,21.940001,22.488001,22.488001,114364500,,2020-09-24,246.5,252.240005,245.619995,249.529999,249.529999,20006800,,2005-09-21,2.0925,2.132,2.0625,2.0625,2.0625,106276000,,1989-04-06,0.310268,0.322545,0.308036,0.321429,0.25382,156374400
2018-11-01,22.550667,23.189333,22.315332,22.952,22.952,120001500,,2020-09-25,249.399994,255.75,246.610001,254.820007,254.820007,18351300,,2005-09-22,2.06,2.1135,2.025,2.104,2.104,116760000,,1989-04-07,0.321429,0.334821,0.321429,0.333705,0.263513,354984000
2018-11-02,22.916,23.280001,22.727333,23.094,23.094,117120000,,2020-09-28,259.399994,259.600006,254.820007,256.820007,256.820007,18826300,,2005-09-23,2.0985,2.131,2.0775,2.1095,2.1095,62908000,,1989-04-10,0.332589,0.339286,0.328125,0.330357,0.26087,135374400
2018-11-05,22.700001,22.930668,22.009333,22.76,22.76,117465000,,2020-09-29,257.809998,263.329987,256.899994,261.790009,261.790009,20200200,,2005-09-26,2.1225,2.171,2.12,2.167,2.167,112328000,,1989-04-11,0.334821,0.339286,0.330357,0.337054,0.266158,146540800
2018-11-06,22.604668,23.253332,22.406,22.737333,22.737333,101443500,,2020-09-30,261.980011,266.079987,260.100006,261.899994,261.899994,20142500,,2005-09-27,2.163,2.1865,2.141,2.158,2.158,83470000,,1989-04-12,0.341518,0.350446,0.33817,0.34375,0.271446,387912000
2018-11-07,22.889334,23.412001,22.719999,23.210667,23.210667,110617500,,2020-10-01,265.350006,268.329987,264.799988,266.630005,266.630005,20009800,,2005-09-28,2.1625,2.187,2.1495,2.1685,2.1685,64794000,,1989-04-13,0.345982,0.352679,0.341518,0.34375,0.271446,181272000
2018-11-08,23.233334,23.838667,23.229334,23.426666,23.426666,106360500,,2020-10-02,261.209991,265.149994,259.179993,259.940002,259.940002,16367600,,2005-09-29,2.169,2.24,2.1565,2.2395,2.2395,127856000,,1989-04-14,0.348214,0.350446,0.341518,0.345982,0.273208,123356800
2018-11-09,23.266666,23.6,23.015333,23.367332,23.367332,76482000,,2020-10-05,262.200012,264.869995,260.839996,264.649994,264.649994,12822300,,2005-09-30,2.2325,2.292,2.23,2.265,2.265,121120000,,1989-04-17,0.34375,0.350446,0.339286,0.350446,0.276733,140145600
2018-11-12,23.224667,23.318666,22.022667,22.085333,22.085333,104122500,,2020-10-06,261.779999,265.690002,258.23999,258.660004,258.660004,18696900,,2005-10-03,2.2665,2.3295,2.258,2.3005,2.3005,116584000,,1989-04-18,0.352679,0.361607,0.350446,0.358259,0.282903,560985600
2018-11-13,22.210667,22.98,22.146667,22.582001,22.582001,81729000,,2020-10-07,259.209991,260.179993,254.820007,258.119995,258.119995,23133400,,2005-10-04,2.3,2.306,2.225,2.2465,2.2465,130430000,,1989-04-19,0.357143,0.371652,0.354911,0.364955,0.28819,425880000
2018-11-14,22.846666,23.140667,22.476667,22.933332,22.933332,75604500,,2020-10-08,259.75,264.619995,259.149994,263.76001,263.76001,16312800,,2005-10-05,2.2455,2.2645,2.1945,2.2245,2.2245,129054000,,1989-04-20,0.363839,0.370536,0.359375,0.363839,0.287309,179816000
2018-11-15,22.822001,23.238667,22.602667,23.229334,23.229334,69385500,,2020-10-09,264.519989,264.75,262.170013,264.450012,264.450012,14107800,,2005-10-06,2.228,2.2405,2.1665,2.2005,2.2005,123858000,,1989-04-21,0.361607,0.364955,0.354911,0.358259,0.282903,115169600
2018-11-16,23.012667,23.713333,23.007999,23.620667,23.620667,108093000,,2020-10-12,270.200012,280.179993,267.869995,275.75,275.75,31019300,,2005-10-07,2.2135,2.2305,2.169,2.186,2.186,67850000,,1989-04-24,0.357143,0.359375,0.352679,0.358259,0.282903,110790400
2018-11-19,23.756001,24.450001,23.525333,23.564667,23.564667,145633500,,2020-10-13,277.579987,279.100006,273.390015,276.140015,276.140015,18063300,,2005-10-10,2.191,2.219,2.179,2.188,2.188,73606000,,1989-04-25,0.357143,0.361607,0.354911,0.357143,0.282021,116177600
2018-11-20,22.783333,23.32,22.236668,23.166,23.166,120070500,,2020-10-14,277.619995,278.75,271.5,271.820007,271.820007,15577800,,2005-10-11,2.196,2.216,2.1615,2.17,2.17,106036000,,1989-04-26,0.357143,0.359375,0.34933,0.354911,0.280259,186132800
2018-11-21,23.466667,23.540001,22.493334,22.546,22.546,70302000,,2020-10-15,267.600006,269.040009,263.670013,266.720001,266.720001,15416100,,2005-10-12,2.1455,2.184,2.122,2.1275,2.1275,114084000,,1989-04-27,0.352679,0.357143,0.348214,0.351563,0.277615,139384000
2018-11-23,22.290001,22.5,21.703333,21.722,21.722,63039000,,2020-10-16,267.380005,271.369995,265.299988,265.929993,265.929993,16622700,,2005-10-13,2.1215,2.149,2.095,2.131,2.131,76656000,,1989-04-28,0.350446,0.352679,0.34375,0.348214,0.274971,103857600
2018-11-26,21.666668,23.081333,21.666668,23.066668,23.066668,119881500,,2020-10-19,265.529999,268.549988,259.880005,261.399994,261.399994,13587000,,2005-10-14,2.15,2.1935,2.117,2.1895,2.1895,91552000,,1989-05-01,0.34375,0.350446,0.34375,0.348214,0.274971,80662400
2018-11-27,22.67,23.130667,22.366667,22.927999,22.927999,95374500,,2020-10-20,263.059998,269.700012,262.880005,267.559998,267.559998,18763200,,2005-10-17,2.1815,2.251,2.181,2.251,2.251,104500000,,1989-05-02,0.348214,0.359375,0.348214,0.356027,0.28114,215745600
2018-11-28,23.066,23.218666,22.813999,23.191334,23.191334,61914000,,2020-10-21,279.559998,283.049988,276.369995,278.730011,278.730011,28998600,,2005-10-18,2.246,2.2525,2.215,2.2325,2.2325,89154000,,1989-05-03,0.354911,0.363839,0.354911,0.359375,0.283784,220539200
2018-11-29,23.133333,23.166668,22.636667,22.744667,22.744667,46210500,,2020-10-22,279.869995,282.450012,275.040009,278.119995,278.119995,16720000,,2005-10-19,2.227,2.293,2.214,2.293,2.293,130570000,,1989-05-04,0.359375,0.368304,0.357143,0.366071,0.289072,188910400
2018-11-30,22.788668,23.440001,22.550667,23.365334,23.365334,84436500,,2020-10-23,278.799988,285.23999,276.820007,284.790009,284.790009,17535200,,2005-10-20,2.295,2.3035,2.234,2.2505,2.2505,118584000,,1989-05-05,0.379464,0.381696,0.370536,0.370536,0.292597,460756800
2018-12-03,24,24.4,23.466667,23.899332,23.899332,124597500,,2020-10-26,283.160004,285.230011,274.26001,277.109985,277.109985,21322900,,2005-10-21,2.2835,2.3025,2.2575,2.2975,2.2975,92496000,,1989-05-08,0.370536,0.377232,0.370536,0.377232,0.297885,205923200
2018-12-04,23.736668,24.578667,23.466667,23.98,23.98,126928500,,2020-10-27,278.76001,284.51001,276.309998,283.290009,283.290009,16287200,,2005-10-24,2.306,2.348,2.293,2.3465,2.3465,109518000,,1989-05-09,0.375,0.383929,0.375,0.379464,0.299647,346774400
2018-12-06,23.733999,24.492001,23.384001,24.204,24.204,117637500,,2020-10-28,278.790009,278.790009,267.26001,267.670013,267.670013,23121800,,2005-10-25,2.344,2.35,2.302,2.3085,2.3085,228774000,,1989-05-10,0.383929,0.388393,0.379464,0.386161,0.304936,234438400
2018-12-07,24.6,25.299334,23.843332,23.864668,23.864668,172668000,,2020-10-29,276.549988,283.600006,273.779999,280.829987,280.829987,32368100,,2005-10-26,2.05,2.055,1.974,1.9875,1.9875,602094000,,1989-05-11,0.386161,0.395089,0.383929,0.391741,0.309342,300944000
2018-12-10,24,24.398666,23.541332,24.343332,24.343332,99202500,,2020-10-30,274.5,276.700012,259.100006,263.109985,263.109985,47247800,,2005-10-27,1.982,1.995,1.943,1.953,1.953,175406000,,1989-05-12,0.397321,0.401786,0.392857,0.401786,0.317274,467140800
2018-12-11,24.660667,24.811333,24.015333,24.450666,24.450666,94632000,,2020-11-02,264.600006,270.470001,257.339996,261.359985,261.359985,27165700,,2005-10-28,1.9775,1.9825,1.936,1.9475,1.9475,123184000,,1989-05-15,0.399554,0.412946,0.399554,0.410714,0.324324,317900800
2018-12-12,24.628,24.794001,24.344,24.440001,24.440001,75405000,,2020-11-03,263.160004,270.049988,260.880005,265.299988,265.299988,17961900,,2005-10-31,1.9675,2.0195,1.956,1.993,1.993,135612000,,1989-05-16,0.410714,0.412946,0.401786,0.405134,0.319918,228670400
2018-12-13,24.676666,25.162666,24.450001,25.119333,25.119333,110488500,,2020-11-04,281,288.940002,278.619995,287.380005,287.380005,35364400,,2005-11-01,1.9985,2.037,1.9825,2.0185,2.0185,107660000,,1989-05-17,0.404018,0.40625,0.401786,0.404018,0.319037,248460800
2018-12-14,25,25.191334,24.288668,24.380667,24.380667,95064000,,2020-11-05,291.899994,297.380005,288.950012,294.679993,294.679993,23823600,,2005-11-02,2.0145,2.0615,1.99,2.0375,2.0375,97236000,,1989-05-18,0.404018,0.40625,0.399554,0.399554,0.315512,211254400
2018-12-17,24.133333,24.379999,22.925333,23.228001,23.228001,115110000,,2020-11-06,293.950012,294.600006,288.059998,293.410004,293.410004,13891000,,2005-11-03,2.0445,2.1,2.0425,2.078,2.078,140000000,,1989-05-19,0.399554,0.412946,0.399554,0.408482,0.322562,330769600
2018-12-18,23.369333,23.436666,22.246,22.468666,22.468666,106500000,,2020-11-09,289.869995,292.579987,278.529999,278.769989,278.769989,25117700,,2005-11-04,2.0745,2.09,2.0455,2.0545,2.0545,88908000,,1989-05-22,0.408482,0.412946,0.404018,0.410714,0.325035,190400000
2018-12-19,22.506666,23.134001,21.982668,22.198,22.198,124113000,,2020-11-10,273.100006,274,264,272.429993,272.429993,29067700,,2005-11-07,2.054,2.0735,2.0275,2.0695,2.0695,67722000,,1989-05-23,0.410714,0.410714,0.404018,0.40625,0.321502,134467200
2018-12-20,21.803333,22.019333,20.791332,21.025333,21.025333,136078500,,2020-11-11,273.470001,278.399994,272.480011,276.480011,276.480011,14957000,,2005-11-08,2.0665,2.1055,2.0515,2.0975,2.0975,99016000,,1989-05-24,0.404018,0.426339,0.404018,0.426339,0.3374,297606400
2018-12-21,21.16,21.564667,20.829332,21.318001,21.318001,120252000,,2020-11-12,277.179993,279.75,274.429993,275.079987,275.079987,12899500,,2005-11-09,2.0895,2.1,2.064,2.07,2.07,69432000,,1989-05-25,0.421875,0.4375,0.421875,0.430804,0.340934,232366400
2018-12-24,20.9,20.966667,19.68,19.692667,19.692667,83398500,,2020-11-13,277.720001,277.76001,273.100006,276.950012,276.950012,10391200,,2005-11-10,2.0735,2.1225,2.043,2.109,2.109,111710000,,1989-05-26,0.430804,0.4375,0.428571,0.433036,0.3427,112515200
2018-12-26,20,21.798,19.606001,21.739332,21.739332,122446500,,2020-11-16,275.049988,279.410004,274.630005,278.959991,278.959991,12970400,,2005-11-11,2.1185,2.152,2.1125,2.134,2.134,79644000,,1989-05-30,0.430804,0.4375,0.422991,0.424107,0.335634,111921600
2018-12-27,21.322666,21.478001,20.1,21.075333,21.075333,128626500,,2020-11-17,277.679993,277.679993,273.290009,275,275,15040300,,2005-11-14,2.126,2.15,2.117,2.1265,2.1265,62062000,,1989-05-31,0.424107,0.429688,0.419643,0.426339,0.3374,115214400
2018-12-28,21.540001,22.416,21.227333,22.257999,22.257999,149085000,,2020-11-18,274.519989,277.390015,271.839996,271.970001,271.970001,12152900,,2005-11-15,2.273,2.2825,2.2215,2.2225,2.2225,425558000,,1989-06-01,0.426339,0.439732,0.424107,0.435268,0.344467,179502400
2018-12-31,22.519333,22.614,21.684,22.186666,22.186666,94534500,,2020-11-19,271.019989,273.470001,269.190002,272.940002,272.940002,12963700,,2005-11-16,2.2135,2.27,2.212,2.265,2.265,159340000,,1989-06-02,0.433036,0.441964,0.433036,0.4375,0.346233,124476800
2019-01-02,20.406668,21.008667,19.92,20.674667,20.674667,174879000,,2020-11-20,272.559998,273,269.410004,269.700012,269.700012,18114700,,2005-11-17,2.2715,2.338,2.268,2.337,2.337,233752000,,1989-06-05,0.435268,0.4375,0.415179,0.419643,0.332101,124118400
2019-01-03,20.466667,20.626667,19.825333,20.024,20.024,104478000,,2020-11-23,270.890015,270.950012,264.529999,268.429993,268.429993,20990800,,2005-11-18,2.345,2.4,2.333,2.399,2.399,1186656000,,1989-06-06,0.417411,0.419643,0.412946,0.417411,0.330335,145006400
2019-01-04,20.4,21.200001,20.181999,21.179333,21.179333,110911500,,2020-11-24,268.48999,277.820007,267.869995,276.920013,276.920013,16930400,,2005-11-21,2.3785,2.4155,2.364,2.3995,2.3995,357398000,,1989-06-07,0.417411,0.433036,0.417411,0.430804,0.340934,175672000
